index,context,target,output,domain
1589,i enjoy moving to music.,i am willing to pay for quality.,I subscribe to some good music services.,out_of_domain
1590,i enjoy moving to music.,i am willing to pay for quality.,"I like dancing too, do you have any dance shoes or something? Were they expensive?",out_of_domain
1591,i enjoy moving to music.,i am willing to pay for quality.,I pay for high quality music to move to.,out_of_domain
1592,i enjoy moving to music.,i am willing to pay for quality.,I love when you get a new album with sharp crisp sound.,out_of_domain
1594,i enjoy moving to music.,i am willing to pay for quality.,I pay for several different streaming services.,out_of_domain
1595,i enjoy moving to music.,i am willing to pay for quality.,I paid for a cheap music dance class recently and the instructor was terrible. You get what you pay for!,out_of_domain
1596,i enjoy moving to music.,i am willing to pay for quality.,"Yes, music is a passion of mine.  I get expensive turntables and speakers.  I am will to pay for quality.",out_of_domain
1597,i enjoy moving to music.,i am willing to pay for quality.,I like dancing too.  I pay to go to a really nice dance studio.,out_of_domain
1598,i enjoy moving to music.,i am willing to pay for quality.,i love high quality djs,out_of_domain
1599,i enjoy moving to music.,i am willing to pay for quality.,"I like listening to music and dancing, too. That's why I pay for a music streaming service.",out_of_domain
1600,i enjoy moving to music.,i am willing to pay for quality.,I love high quality music.,out_of_domain
1601,i enjoy moving to music.,i am willing to pay for quality.,I am not much of a dancer.  My biggest interest is my collection of fine wines.,out_of_domain
1602,i enjoy moving to music.,i am willing to pay for quality.,It's hard to pirate good quality music.,out_of_domain
1603,i enjoy moving to music.,i am willing to pay for quality.,I hate choppy bootlegged music.,out_of_domain
1604,i enjoy moving to music.,i am willing to pay for quality.,"I am not much of a dancer, but I do love a good wine.",out_of_domain
1606,i have my own salon.,i live on a boat.,There is a person who runs a salon from his boat.,out_of_domain
1607,i like to garden.,i love the outdoors.,"I do, too. I wish I had a bigger yard.",out_of_domain
1609,i like to garden.,i love the outdoors.,It's nice to spend time out of the house.,out_of_domain
1610,i work for the government.,i enjoy perceiving nonsense stories.,i imagine your coworkers have a lot of stories to tell.,out_of_domain
1611,i work for the government.,i enjoy perceiving nonsense stories.,sometimes we get prank calls,out_of_domain
1612,i work for the government.,i enjoy perceiving nonsense stories.,"That sounds serious, probably too serious for me. I like silliness...in fact, I love listening to goofy stories.",out_of_domain
1613,i work for the government.,i enjoy perceiving nonsense stories.,When I am not working I like to read stories.,out_of_domain
1615,i work for the government.,i enjoy perceiving nonsense stories.,I work for the government too.  I like to spend my spare time reading funny stories though.,out_of_domain
1617,i have one child.,i enjoy gardening.,I like teaching children about botany,out_of_domain
1618,i travel a lot.,the smell of the ice and the coldness in the area draws me to games.,I always travel into the snowy northern states to play hockey and go skiing.,out_of_domain
1619,i travel a lot.,the smell of the ice and the coldness in the area draws me to games.,"So do I, but I want to take a break from it. I want to instead maybe travel for specific purposes than broader reasons.",out_of_domain
1620,i travel a lot.,the smell of the ice and the coldness in the area draws me to games.,The last place I visited was Iceland.,out_of_domain
1621,i am willing to pay for quality.,my pet is part of my family.,"I paid $4,000 for my pedigreed cat.",out_of_domain
1622,i am willing to pay for quality.,my pet is part of my family.,I will pay for the best quality pet foods.,out_of_domain
1623,i am willing to pay for quality.,my pet is part of my family.,"I do too, which is why I always get the most expensive pet food.",out_of_domain
1624,i am willing to pay for quality.,my pet is part of my family.,I usually pay a lot for pet food.,out_of_domain
1625,i am willing to pay for quality.,my pet is part of my family.,I choose quality care only for my pet.,out_of_domain
1626,i am willing to pay for quality.,my pet is part of my family.,"When my pet got sick, I paid for it",out_of_domain
1627,i like football.,i am a mother of two.,But the chance of injuries is great.,out_of_domain
1629,i like to surf.,i am a reality tv star.,I’m a reality TV star and have filmed a lot of scenes on the beach while people were surfing.,out_of_domain
1630,i have three kids.,i love hot wings.,My kids don't like eating anything hot.,out_of_domain
1631,i am a parent.,i like animals.,"I'm kind of a parent, too, depending on how you look at it—I have ten cats. I can't help it, I just love animals.",out_of_domain
1632,i am a parent.,i like animals.,My kids each have a pet they take care of.,out_of_domain
1633,i am a parent.,i like animals.,I allow each of my kids to have two pets.,out_of_domain
1634,i wish i was a musician.,i am a star on screen.,"As an actor, I know a lot of musicians who work in the industry.",out_of_domain
1635,i wish i was a musician.,i am a star on screen.,"I wish I could sing too, but at least you can act. How did you feel when you saw yourself on TV?",out_of_domain
1636,i wish i was a musician.,i am a star on screen.,I never was into music.  I prefer to act on the screen.,out_of_domain
1637,i enjoy reading things that have long story lins.,i like to spend time at restaurants.,"I enjoy reading things that have long story lines, especially while I eat. So I always carry a book with me because I like to spend time in restaurants relaxing.",out_of_domain
1638,i enjoy reading things that have long story lins.,i like to spend time at restaurants.,I like to read at cafes and restaurants. I love spending time at restaurants.,out_of_domain
1639,i enjoy reading things that have long story lins.,i like to spend time at restaurants.,I like reading about fine dining.,out_of_domain
1640,i work in a hospital.,i had to get used to moving a lot and seeing my dad once a year.,"I envy the stability your career provided, as I rarely get to see my father more than once a year since my job requires me to move frequently.",out_of_domain
1641,i work in a hospital.,i had to get used to moving a lot and seeing my dad once a year.,Hospital work hours are brutal.,out_of_domain
1642,i work in a hospital.,i had to get used to moving a lot and seeing my dad once a year.,I went into nursing but am a traveling nurse. I move around a lot.,out_of_domain
1643,i have a lot of kids.,i want to go to europe.,"At this point I'm glad I don't, because kids can tie you down and I want to travel and for my first trip, I want to go to Europe.",out_of_domain
1644,i have a lot of kids.,i want to go to europe.,I don't have any kids.  If I did it would be more expensive when I go to Europe.,out_of_domain
1645,i have a lot of kids.,i want to go to europe.,i love traveling with my kids,out_of_domain
1646,i love to exercise.,i like makeup.,"I love it too, I also like makeup",out_of_domain
1647,i love to exercise.,i like makeup.,"However, when i start to sweat it ruins my makeup.",out_of_domain
1648,i love to exercise.,i like makeup.,I also like to exercise because I always want to stay fit and look my best. That's why I also like makeup.,out_of_domain
1649,i am a meat an potatoes kind of person.,i attend an area institute of higher learning.,i like to cook when I am not busy studying.,out_of_domain
1650,i am a meat an potatoes kind of person.,i attend an area institute of higher learning.,"Meat and potatoes are both good, so can't blame you. I see food a bit differently now though since I learned of some biochemisty.",out_of_domain
1651,i am a meat an potatoes kind of person.,i attend an area institute of higher learning.,"There aren't a lot of ""meat and potatoes"" types in higher learning, but my family back home works on a farm and they're still salt of the earth folks.",out_of_domain
1652,i like to garden.,i love traveling.,"I enjoy gardening as well, but I haven't been able to garden as much with my new job. Do you like to travel?",out_of_domain
1653,i like to garden.,i love traveling.,I can't grow anything. I also don't like staying at home much. I love traveling.,out_of_domain
1654,i like watching tv in my free time as well.,i like to play sports and get fresh air.,I prefer being more active.,out_of_domain
1655,i like watching tv in my free time as well.,i like to play sports and get fresh air.,"I don't watch much TV, but I do like to watching sports, especially football and basketball.",out_of_domain
1656,i like to do all my shopping at walmart.,i prefer to live where the weather s cold.,I shop at Walmart on a cold day.,out_of_domain
1657,my parents are both dead.,i refuse to ride the bus.,My father has a fear of airplanes and he has refused to fly for my entire life so far.,out_of_domain
1658,i am not a fan of italian.,i teach kids how to be creative and express themselves.,"I’m not a huge fan of Italian art, but it’s very helpful when it comes to teaching kids how to be creative and expressive.",out_of_domain
1659,i am not a fan of italian.,i teach kids how to be creative and express themselves.,I am a Spanish teacher for middle schoolers.,out_of_domain
1660,i am not a fan of italian.,i teach kids how to be creative and express themselves.,"That surprises me—I think it's such a beautiful language, I'm teaching my children to speak it. I think it's important for them to express their creativity and explore all aspects of life.",out_of_domain
1661,i work for a casino.,i win a lot at the casino.,"On my breaks, you can find me on the slot machines.",out_of_domain
1662,i work for a casino.,i win a lot at the casino.,After work hours I am allowed to play the slots.,out_of_domain
1663,i work for a casino.,i win a lot at the casino.,I play casino games every day after I get off work.,out_of_domain
1664,i love dogs.,i like to drink at bars with friends.,I like taking my dog to our local bar,out_of_domain
1665,i have fresh employment mongering automobiles.,my favorite hobby is creating oil paintings.,I am selling artworks.,out_of_domain
1666,i have fresh employment mongering automobiles.,my favorite hobby is creating oil paintings.,The cars I see are different colors like paintings.,out_of_domain
1667,i have fresh employment mongering automobiles.,my favorite hobby is creating oil paintings.,I don't drive at all as my hobbies provide my income.,out_of_domain
1668,i enjoy eating meat from cows.,i have a relaxing career.,I eat a steak after work.,out_of_domain
1669,i enjoy eating meat from cows.,i have a relaxing career.,I do burger eating contests for work.,out_of_domain
1670,i enjoy eating meat from cows.,i have a relaxing career.,I work at a restaurant but want to find a less stressful job.,out_of_domain
1671,i wish i could spend more time at home.,i am a musician.,I also don't get to spend as much time at home as I'd like because I travel for my job. I visit lots of different places because I'm a musician.,out_of_domain
1672,i wish i could spend more time at home.,i am a musician.,"However, my profession has me traveling a lot.",out_of_domain
1674,i like reading a lot.,i practice vegetarianism.,My mother is coming to visit.,out_of_domain
1677,i enjoy beer and wine.,i am done with my education.,I would like to celebrate with beer and wine because I am finished with my education.,out_of_domain
1680,i hate to be a disappointment to the people i love.,i want a girlfriend.,"i know,my brother worries all the time about what his girlfriend thinks of him.",out_of_domain
1682,i hate to be a disappointment to the people i love.,i want a girlfriend.,"I've gotten a lot better at interpersonal relationships, that's why I think I'm ready for a girlfriend.",out_of_domain
1683,i hate to be a disappointment to the people i love.,i want a girlfriend.,"My family expects me to get married and have kids, so when I'm single it disappoints them.",out_of_domain
1684,i have a great job.,my marriage lasted ten calendars after.,"But even after my marriage failed, I was able to take solace in my job, which I loved.",out_of_domain
1685,i have a great job.,my marriage lasted ten calendars after.,I used to be unemployed when I got married.,out_of_domain
1686,i have a great job.,my marriage lasted ten calendars after.,I started a new job after my divorce.,out_of_domain
1687,i am accountant.,i have a short commute to get to my job.,I drive to work.,out_of_domain
1688,i am accountant.,i have a short commute to get to my job.,I work just down the street from where I live.,out_of_domain
1689,i am accountant.,i have a short commute to get to my job.,"As an accountant, I bet you drive a fancy car to work.",out_of_domain
1690,i like the colder months.,i am a proud mother.,My mother prefers the warmer months.,out_of_domain
1691,i like the colder months.,i am a proud mother.,My baby was born in December so that time is extra special,out_of_domain
1692,i like the colder months.,i am a proud mother.,Cold months are fun because of snow fights.  I love having snow fights with my kids.,out_of_domain
1693,my spouse is a great cook.,alecia beth moore is on while i paint.,Does your spouse listen to music when they cook?  I do when I paint.,out_of_domain
1694,my spouse is a great cook.,alecia beth moore is on while i paint.,I listen to music like alecia beth moore when I cook too.,out_of_domain
1695,my spouse is a great cook.,alecia beth moore is on while i paint.,"I wish mine would try it more often, so I had more time for art.",out_of_domain
1696,i followed in my the footsteps of my dad and wrote my first novel at 30.,my family used to live in sydney.,My family moved from Sydney after my dad published a novel and earned enough move to go to America.,out_of_domain
1698,i followed in my the footsteps of my dad and wrote my first novel at 30.,my family used to live in sydney.,My father never wrote anything.  We travelled a lot though and we used to live in Sydney.,out_of_domain
1699,pets appeal to me.,i get tired of commercials.,There are so many pet food commericals on television.,out_of_domain
1700,pets appeal to me.,i get tired of commercials.,I love pets because I'm lonely.  My loneliness makes me want to focus on shows and ignore stupid repetitive commercials.,out_of_domain
1701,pets appeal to me.,i get tired of commercials.,I keep seeing pet commercials.,out_of_domain
1702,pets appeal to me.,i get tired of commercials.,I love pets also.  Pets and television is my two passions.,out_of_domain
1704,pets appeal to me.,i get tired of commercials.,I believe that dogs should get fresh food. Pet food commercials make me mad.,out_of_domain
1705,i was on the pom pon squad as a teen.,i have a large family with babies.,My daughter is now the captain of the pom pom squad.,out_of_domain
1706,i was on the pom pon squad as a teen.,i have a large family with babies.,I ended up marrying the captain of the basketball team.,out_of_domain
1707,i was on the pom pon squad as a teen.,i have a large family with babies.,My parents were rarely able to make it to my performances.,out_of_domain
1708,i was on the pom pon squad as a teen.,i have a large family with babies.,"Everyone in my family was a cheerleader but me, so they made fun of me growing up. I was never athletic enough to cheerlead.",out_of_domain
1709,i was on the pom pon squad as a teen.,i have a large family with babies.,I was a cheerleader in highschool. My husband played football. That's how we met. Now we're married and have kids. So. Many. Kids.,out_of_domain
1710,i buy a lot of clothes.," on thursdays , i spend my afternoons swimming.",I like to buy clothes to workout in.,out_of_domain
1711,i buy a lot of clothes.," on thursdays , i spend my afternoons swimming.",Sometimes I'll buy a new bathing suit.,out_of_domain
1712,i buy a lot of clothes.," on thursdays , i spend my afternoons swimming.","I buy a lot of swimming attire, especially since i spend my Thursdays seimming.",out_of_domain
1713,i buy a lot of clothes.," on thursdays , i spend my afternoons swimming.","I don't tend to, as I spend as much time as I can in just a swimsuit.",out_of_domain
1714,i buy a lot of clothes.," on thursdays , i spend my afternoons swimming.",I need to buy new clothes for swimming.,out_of_domain
1715,i buy a lot of clothes.," on thursdays , i spend my afternoons swimming.","I buy a lot of work out clothes, I really enjoy going to the gym. Do you work out?",out_of_domain
1717,i love to read.,i have none to share my thoughts about the books i read.,I don't live with anyone so my hobbies include reading books.,out_of_domain
1718,i love to read.,i have none to share my thoughts about the books i read.,I do too. We should form a book club. I don't have anyone to share my thoughts with about books.,out_of_domain
1719,i love my dog.,i like shopping in the city.,"My city allows dogs into doors, so I love to take my own dog shopping with me.",out_of_domain
1721,i love my dog.,i like shopping in the city.,My favorite pet store is in the city. My dog is super spoiled.,out_of_domain
1722,i enjoy smooth and calm music.,i am a man pursuing a career as a brand ambassador in california.,I enjoy a little of all music I think. I guess it depends what the music does or how it affects me overall as a person.,out_of_domain
1723,i enjoy smooth and calm music.,i am a man pursuing a career as a brand ambassador in california.,i like to play music on my free time and incorporate it into my work.,out_of_domain
1724,i enjoy smooth and calm music.,i am a man pursuing a career as a brand ambassador in california.,I listen to calm music to ease the stress of being a brand ambassador.,out_of_domain
1725,my favorite novel is about a who realizes he is a commander.,i am employed at the supermarket.,"That sounds good. I need something good to read during downtime at my job, which is at a supermarket.",out_of_domain
1726,my favorite novel is about a who realizes he is a commander.,i am employed at the supermarket.,"My favorite book is about a commander, which is similar to my job at the supermarket because it feels like an arm unit.",out_of_domain
1727,my favorite novel is about a who realizes he is a commander.,i am employed at the supermarket.,I read the synopsis of new books at my work.,out_of_domain
1728,my favorite novel is about a who realizes he is a commander.,i am employed at the supermarket.,Sometimes I read novels during my lunch breaks at the supermarket.,out_of_domain
1729,my favorite novel is about a who realizes he is a commander.,i am employed at the supermarket.,I could never do a job that tough.,out_of_domain
1730,my favorite novel is about a who realizes he is a commander.,i am employed at the supermarket.,I never have time to read because I'm always at work at the supermarket.,out_of_domain
1731,i hate overtime.,i take care of people.,I believe my recent career change helped me not to mind longer hours.,out_of_domain
1732,i hate overtime.,i take care of people.,I hate when I have to work overtime.  I have to take care of my crew and make sure they don't get overtired.,out_of_domain
1733,i hate overtime.,i take care of people.,I don't like overtime either becuse I would rather spend my time doing what I like to do which is taking care of people.,out_of_domain
1734,i love walking in the woods.,i saw the sun change with out help.,That sounds peaceful.  I like to sit and watch the sun change.,out_of_domain
1735,i love walking in the woods.,i saw the sun change with out help.,I love watching the sun outdoors.,out_of_domain
1736,i love walking in the woods.,i saw the sun change with out help.,"I like to walk in the woods in the morning before the sun rises, have you ever seen the sunrise?",out_of_domain
1737,i have been in the country all my life.,i reside on a zoo in a awesome state.,I lived in a zoo in the country side before.,out_of_domain
1738,i have been in the country all my life.,i reside on a zoo in a awesome state.,"I have as well, with  animals.",out_of_domain
1739,i have been in the country all my life.,i reside on a zoo in a awesome state.,I love country animals.,out_of_domain
1740,i love animals.,i love to walk in the woods.,I see squirrels a lot,out_of_domain
1742,my mom has too many clothes.,i study to be a businessman.,"I have that problem too, I just need them for my job. What do you do for work? Or are you a student?",out_of_domain
1743,my mom has too many clothes.,i study to be a businessman.,I want to be able to be successful and shop as much as she does.,out_of_domain
1744,my mom has too many clothes.,i study to be a businessman.,My mom's wardrobe costs as much as my education to be a businessman.,out_of_domain
1745,i love foreign vehicles.,i hate overtime.,I heard it takes way more hours to make a foreign vehicle than one made in USA,out_of_domain
1746,i love foreign vehicles.,i hate overtime.,"I would love to save up and buy a foreign vehicle, but I don't like working overtime.",out_of_domain
1747,i love foreign vehicles.,i hate overtime.,Foreign vehicles can be expensive. I'd have to work a lot to pay for one.,out_of_domain
1748,i have a spouse and children in the us.,i like distance from society.,My family lives in the woods in Montana.,out_of_domain
1749,i have a spouse and children in the us.,i like distance from society.,My wife and I live in the country with our kids in the US.  We like to stay away from people.,out_of_domain
1751,i have a spouse and children in the us.,i like distance from society.,My spouse and kids live in the country in the US.  I don't like to be around other people.,out_of_domain
1752,i have a spouse and children in the us.,i like distance from society.,"I'd like to start a family someday, but I value my seclusion from society, and I can't find a partner willing to live as reclusively as myself.",out_of_domain
1753,i have a spouse and children in the us.,i like distance from society.,We stay in the country.,out_of_domain
1754,i hope to move out soon.,i have a cat.,My best friend is visiting.,out_of_domain
1755,i hope to move out soon.,i have a cat.,I hope to move out soon with my cat,out_of_domain
1756,i hope to move out soon.,i have a cat.,My apartment has a mice problem.,out_of_domain
1757,i live with my parents.,i travel often.,"I'm able to travel so much because I still live with my parents, so I don't have to pay rent and can use the money for airfare.",out_of_domain
1758,i live with my parents.,i travel often.,sometimes I need a break from my parents.,out_of_domain
1759,i live with my parents.,i travel often.,It allows me to save a lot of money.,out_of_domain
1761,i do not consume any meat or dairy products.,i work with kids.,I have to watch what I eat.,out_of_domain
1762,i do not consume any meat or dairy products.,i work with kids.,I am raising my children not to eat meat.,out_of_domain
1763,i do not consume any meat or dairy products.,i work with kids.,"I don't really have any restrictions with diet, but I have seen quite a range of restrictions.",out_of_domain
1764,i do not consume any meat or dairy products.,i work with kids.,I teach my morals to young ones.,out_of_domain
1765,i do not consume any meat or dairy products.,i work with kids.,I am raising my kids to be vegans.,out_of_domain
1766,i enjoy swimming.,my spouse is a member of the military.,I think you learn a lot from those who have prior training.,out_of_domain
1767,i enjoy swimming.,my spouse is a member of the military.,I have been swimming a lot since my husband is deployed.,out_of_domain
1768,i enjoy swimming.,my spouse is a member of the military.,"That's cool! I love swimming, my husband and I usually go to the beach together after work and go for a swim. What does your husband do?",out_of_domain
1769,i am very good at most racket sports.,i had cows as pets growing up.,"That's cool, I grew up on a farm so that's how I started riding horses competitively. Did you have horses on your farm?",out_of_domain
1770,i am very good at most racket sports.,i had cows as pets growing up.,Playing tennis is something My dad taught me growing up.  We would do it after tending to the cows in the field.,out_of_domain
1771,i am very good at most racket sports.,i had cows as pets growing up.,When I was not playing sports when I was little I was taking care of my pets.,out_of_domain
1772,i love to travel.,dogs are my favorite animal.,me too! i like bringing dogs when i do because they're my favorite.,out_of_domain
1773,i love to travel.,dogs are my favorite animal.,I'm more of a homebody. I also have to stay home to take care of my pets.,out_of_domain
1774,i love animals.,i love reading.,"I love reading a lot, most of the times the books that I read have some significant character that’s an animal.",out_of_domain
1775,i enjoy relaxing and getting flowers.,i spend a lot of time outside.,I like tending to the flowers in my garden when I go outside.,out_of_domain
1776,i enjoy relaxing and getting flowers.,i spend a lot of time outside.,My favorite thing to do outside is water my flower garden.,out_of_domain
1777,i enjoy relaxing and getting flowers.,i spend a lot of time outside.,Flowers are nice.,out_of_domain
1778,i have puppies.,my parents own a star like walmart.,"I wasn't allowed to have pets, as my parents were weird.",out_of_domain
1779,i have puppies.,my parents own a star like walmart.,My puppies are names after stars.,out_of_domain
1780,i have puppies.,my parents own a star like walmart.,My parents sell puppies at the store they own.,out_of_domain
1781,my house is by the water.,my business is a place that does bespoke furniture coverings.,I live near my job.,out_of_domain
1782,my house is by the water.,my business is a place that does bespoke furniture coverings.,"I live near the water, but I work across the city.  We do furniture coverings.",out_of_domain
1783,my house is by the water.,my business is a place that does bespoke furniture coverings.,I love decorating houses.,out_of_domain
1784,i am a widow.,i like to get rid of my stress.,do you find that very stressful?,out_of_domain
1785,i am a widow.,i like to get rid of my stress.,I find ways to destress from the loneliness of being a widow.,out_of_domain
1786,i am a widow.,i like to get rid of my stress.,I can't imagine the problems being a widow brings.,out_of_domain
1788,i have a son.,i love to laugh.,I like to laugh with my son.,out_of_domain
1790,my parents own a star like walmart.,i want to go to europe.,"My parents own a store like Walmart and they want me to work there all the time, but I'm going to take a vacation no matter what because I want to go to Europe.",out_of_domain
1791,my parents own a star like walmart.,i want to go to europe.,My parents are wealthy because of the store they own.  So wealthy that they are sending me to Europe all expenses paid.,out_of_domain
1792,my parents own a star like walmart.,i want to go to europe.,We never really had much growing up.  I always wanted to go to Europe though.,out_of_domain
1793,my spouse is a great cook.,i need caffeine to help me wake up.,I'm picky about what coffee I drink. My spouse has to spend half an hour making it just right so I get my caffeine.,out_of_domain
1794,my spouse is a great cook.,i need caffeine to help me wake up.,I am useless in the morning before my coffee. Thankfully my husband does an amazing job with breakfast.,out_of_domain
1795,my spouse is a great cook.,i need caffeine to help me wake up.,He fixes us great breakfasts every morning. I sit and drink my coffee while he cooks because,out_of_domain
1796,i love to fish.,my father passed away when i was a teen.,I used to fish with my dad when he was alive. He passed away when I was in my teens.,out_of_domain
1797,i love to fish.,my father passed away when i was a teen.,I fish with my dad on the weekends.,out_of_domain
1799,i am in charge of coaching girls sports.,children in elementary shool are an enjoyment to work with.,I used to teach soccer to kids in elemantary school.,out_of_domain
1800,i am in charge of coaching girls sports.,children in elementary shool are an enjoyment to work with.,I used to coach my kids' soccer teams in the spring.,out_of_domain
1801,i am in charge of coaching girls sports.,children in elementary shool are an enjoyment to work with.,"I like helping kids, too, which is why I'm a teacher.",out_of_domain
1802,i enjoy making things artistically.,being a determined lady gets me far in life.,I made a 40 foot sculpture once.,out_of_domain
1803,i enjoy making things artistically.,being a determined lady gets me far in life.,I promised myself that I would become a successful artist.,out_of_domain
1804,i enjoy making things artistically.,being a determined lady gets me far in life.,"I wish I had any talent in that area.  I do well in business, however.",out_of_domain
1805,i like to go to concerts.,my father has a lot of knowledge about household repair.,"My father got good at household repair because he never left the house to do anything. He never went to the movies, concerts, nothing.",out_of_domain
1806,i like to go to concerts.,my father has a lot of knowledge about household repair.,Do you know anyone who is good with renovations or such though?,out_of_domain
1807,i like to go to concerts.,my father has a lot of knowledge about household repair.,My dad fixes the house while I go to concerts.,out_of_domain
1808,i hail from the lone star state.,the bucks are the best team on earth.,"Yeah, Texas has some great sports teams, doesn't it? For my money, there's no better team than the Bucks though.",out_of_domain
1809,i hail from the lone star state.,the bucks are the best team on earth.,I have since moved to Wisconsin and I am a professional basketball fan.,out_of_domain
1810,i hail from the lone star state.,the bucks are the best team on earth.,I love basketball.,out_of_domain
1811,i do not eat meat.,i will be attending college in california.,I heard a lot of people in California are vegans.,out_of_domain
1812,i do not eat meat.,i will be attending college in california.,I hear there are a lot of vegetarians living in California.,out_of_domain
1813,i do not eat meat.,i will be attending college in california.,I hear a lot of people don't eat meat in California.  That's where I will be going to college.,out_of_domain
1814,i work in the kids section at the local library.,i would like to have kids one day.,"That must be nice to have them around. I love kids, they're so pure and innocent.",out_of_domain
1815,i work in the kids section at the local library.,i would like to have kids one day.,the kids warm my soul,out_of_domain
1816,i work in the kids section at the local library.,i would like to have kids one day.,It's so much fun to see things through the eyes of the kids.,out_of_domain
1817,i enjoy making people pretty.,i like to visit the border.,I go to different countries to do hair.,out_of_domain
1818,i enjoy making people pretty.,i like to visit the border.,I have a stylist just over in Mexico.,out_of_domain
1819,i enjoy making people pretty.,i like to visit the border.,I'm a traveller.,out_of_domain
1820,i still am staying with my mom and dad.,i flip burgers at mickey dees for a living.,I recently moved back home after I got kicked out of college.,out_of_domain
1821,i still am staying with my mom and dad.,i flip burgers at mickey dees for a living.,I wish I had enough money to get my own place.,out_of_domain
1822,i still am staying with my mom and dad.,i flip burgers at mickey dees for a living.,"I have to, too, since I don't have much money.",out_of_domain
1823,i went to college.,i like to go shopping.,But then I wound up in rehab because i have a problem.,out_of_domain
1824,i went to college.,i like to go shopping.,My college was part of a derrelick shopping mall.,out_of_domain
1825,i went to college.,i like to go shopping.,"All my college pals like fashion, including myself as whenever I can, I like go shopping.",out_of_domain
1826,my wedding is set for april 11.,i want candy.,What kind of stuff are you getting or preparing for the wedding?,out_of_domain
1827,my wedding is set for april 11.,i want candy.,I am thinking of what I should give people for wedding favors.,out_of_domain
1828,my wedding is set for april 11.,i want candy.,At my wedding I want people to enjoys themselves with sweets.  That is why at the reception I'll serve lots of candy.,out_of_domain
1829,i really enjoy doing artistic things.,i have three sons and two daughters.,I like to teach art to my kids.,out_of_domain
1830,i really enjoy doing artistic things.,i have three sons and two daughters.,"I really enjoy doing artistic things, which I like sharing with my kids.",out_of_domain
1831,i really enjoy doing artistic things.,i have three sons and two daughters.,"I have always been somewhat of an artist myself as it embodies a sort of unchained, free essence I enjoy about myself and life.",out_of_domain
1832,i spend a lot of my time at the mall where i work at dillards.,i do not eat meat or anything made from animals.,When I am not working I am cooking.,out_of_domain
1833,i spend a lot of my time at the mall where i work at dillards.,i do not eat meat or anything made from animals.,I pass through Dillard's when I'm going to the food court at the mall.  There is a good vegetarian place there.,out_of_domain
1834,i spend a lot of my time at the mall where i work at dillards.,i do not eat meat or anything made from animals.,"I haven't been to Dillards in so long, I'll be over by the mall tomorrow, do you want to grab lunch? What kind of food do you like?",out_of_domain
1835,i have two children under ten.,i have two cats.,My pets are enough for me.,out_of_domain
1836,i have two children under ten.,i have two cats.,I don't have any kids. My life is pretty quiet.,out_of_domain
1837,i have two children under ten.,i have two cats.,"Sweet, do you have any pets?",out_of_domain
1838,i sip beverages all week.,i work for myself.,I taste beverage for a living and work freelance.,out_of_domain
1839,i sip beverages all week.,i work for myself.,I sip drinks at my own business all week.,out_of_domain
1840,i sip beverages all week.,i work for myself.,Even during your work hours? what do you do for work?,out_of_domain
1841,i have a new job selling cars.,i love meat.,"I have a new job selling cars and it pays really well because I like spending money on good things, such as wine and gourmet food and I love meat.",out_of_domain
1842,i have a new job selling cars.,i love meat.,That's cool! My boyfriend recently got a job as a butcher and has been bringing home some amazing meat.,out_of_domain
1843,i like toyota cars.,someday i would like a truck.,"I love trucks, and one day want one.",out_of_domain
1844,i like toyota cars.,someday i would like a truck.,I often wonder what it's like to drive a bigger vehicle.,out_of_domain
1847,my favorite food is pizza.,i like sports.,they serve that at the stadiums i often go to due to my enjoyment of sports,out_of_domain
1848,my favorite food is pizza.,i like sports.,I can't have too much pizza because I have to say in shape.,out_of_domain
1849,people say i have a cute laugh.,i am still in love with my ex boyfriend.,My ex used to say that about me. Pretty sure I'm still in love with him.,out_of_domain
1851,i enjoy spending time with my toes in the sand.,i work at eureka.,I like to go to the beach when I'm not working.,out_of_domain
1852,i enjoy spending time with my toes in the sand.,i work at eureka.,I like spending time at the beach.  I get so stressed working at Eureka.,out_of_domain
1853,i enjoy spending time with my toes in the sand.,i work at eureka.,"I really like to go to the beach as well. It isn't that far from where I work, where do you work again?",out_of_domain
1854,i enjoy taking things apart and putting them back together.,i enjoy taking my rifle into the woods to find deer.,I love handling my guns.,out_of_domain
1855,i enjoy taking things apart and putting them back together.,i enjoy taking my rifle into the woods to find deer.,"That sounds fun.  For fun, I like to go deer hunting.",out_of_domain
1856,i enjoy taking things apart and putting them back together.,i enjoy taking my rifle into the woods to find deer.,I can put together mu gun in 10 minutes.,out_of_domain
1857,i work out a lot.,my mom and dad knew a lot about science.,My mom and dad said that according to science people live longer if they're haelthy and exercising.,out_of_domain
1858,i work out a lot.,my mom and dad knew a lot about science.,I work out a lot because I learned early how the human body works from my parents.,out_of_domain
1859,i work out a lot.,my mom and dad knew a lot about science.,I don't work out a lot.  My parents pushed me more into science and studying.,out_of_domain
1860,i possess orthodontics.,next year i will be sixteen.,On my sixteenth year I finally get to stop my orthodontics treatment because my teeth are straight now.,out_of_domain
1861,i possess orthodontics.,next year i will be sixteen.,I have bad teeth and my mother thinks that I must have orthodontics when I am sixteen.,out_of_domain
1862,i possess orthodontics.,next year i will be sixteen.,I am going to get my braces off soon.,out_of_domain
1863,i am often successful at ocean fishing.,i like things that are not complicated.,I don't like ocean fishing.  It seems too complicated.,out_of_domain
1864,i am often successful at ocean fishing.,i like things that are not complicated.,Fishing relaxes me.,out_of_domain
